Provenance,Tool,Software,Vendor,Group,Integration,Band,Comp_or_Neural,X,Y,Recurrence,Inputs,Inference_Locus,Model_Backend,Date_Note,Source_URL,Status,Notes
survey 260812,Ozone Master Assistant,iZotope Ozone 12,,Audio & music,plugin,Conditioned,hybrid,4.5,2,single-pass,"The mix on the master bus; a reference file; module choices, LUFS target, genre modifiers in the custom flow","Analyzes program audio and resolves a mastering chain by matching tone, dynamics, and width toward a reference or genre target; the custom flow exposes module selection and loudness targets before the chain is applied.",proprietary ML (iZotope),Ozone 12 released September 2025,https://www.synthtopia.com/content/2025/09/06/izotope-ozone-12-now-available/,verified,"Ozone 12 also adds ML modules working inside a stereo file: Stem EQ (per-stem EQ within a mix), Unlimiter (dynamics restoration), Bass Control."
survey 260812,Pro Tools ARA Plugins,Pro Tools,,Audio & music,plugin,Conditioned,hybrid,7.5,2,iterative,Clip audio handed to the ARA plugin; note-level or parameter edits inside the plugin view,"ARA plugins read clip audio in place and resolve an editable analysis — pitch and timing material, vocal alignment, synthesized voice — which the designer then edits at note or parameter level. Supported partners include Waves Sync Vx and Dreamtonics Synthesizer V.",per plugin,ARA plugin support expanded in Pro Tools 2025.12 per coverage,https://www.soundonsound.com/news/pro-tools-sibelius-venue-updates-avid,verified,"Analysis is source-governed; the working state after analysis is addressable, which holds x high within the Conditioned band."
survey 260812,Pro Tools Speech-to-Text,Pro Tools,,Audio & music,core,Conditioned,neural,6.5,2.5,iterative,Recorded dialogue or vocal audio on tracks,"Speech recognition resolves text transcriptions from track audio for dialogue and lyric workflows. From 2026.4, transcription data carries through AudioSuite renders, commits, consolidations, and session exports.",proprietary (Avid),Shipped in Pro Tools 2025.6 (June 2025); carry-through expanded in 2026.4,https://www.toolfarm.com/news/update-avid-pro-tools-2025-6-ai-powered-speech-to-text-more/,verified,"NAB 2026 previews list further speech-to-text work and an fPost (Forte AI) partner integration, unshipped at coverage time — designed, unexecuted per that source."
survey 260812,RX Dialogue Isolate,iZotope RX 12,,Audio & music,plugin,Conditioned,neural,5.5,3,iterative,A mixed recording; separation targets and sensitivity controls,"Neural networks resolve dialogue or vocal apart from surrounding noise and reverb, offline or in realtime plugin form. RX 12 adds Scene Rebalance for independent level control of elements inside a stereo mix and Stems View for editing isolated components.",proprietary neural networks (iZotope),"RX 12, April 2026; realtime plugin versions added in this release",https://weraveyou.com/2026/04/izotope-rx-12-release-features/,verified,"The realtime plugin versions can run continuously in a session, which pushes recurrence above the offline passes."
survey 260812,RX Repair Assistant,iZotope RX 12,,Audio & music,plugin,Conditioned,neural,4.5,2,single-pass,The audio file or selection; accept-or-adjust decisions on proposed fixes,"Analyzes the recording, recognizes problems — clicks, clipping, hum, noise, reverb — and proposes a repair chain the designer can adjust before rendering. Invoked per file or selection.",proprietary neural networks (iZotope),"RX 12 released April 29, 2026, with rebuilt neural networks for core modules",https://www.production-expert.com/production-expert-1/izotope-rx-12-released-new-scene-rebalance-stems-view-more,verified,
survey 260812,Serato Stems,Serato DJ Pro,,Audio & music,core,Conditioned,neural,5.5,8,persistent,The playing track; pad and FX gestures selecting which stems sound,"Realtime source separation resolves vocals, melody, bass, and drums from the playing track during performance, invoked from performance pads, with stem-specific echo and breaker effects for transitions.",proprietary ML (Serato),Introduced with Serato DJ Pro 3.0 (launch coverage October 2022); later in DJ Lite; pad modes expanded in 3.1,https://rekkerd.org/serato-stems-real-time-audio-source-separation-now-available/,verified,High recurrence from continuous frame-rate inference during live performance; source governance stays high — an unusual corner of the field.
survey 260812,Splice Create,Splice,,Audio & music,hosted service,Conditioned,hybrid,4,2,iterative,A style choice from twelve starting points; layer swaps and level moves on the resulting stack,"The system resolves a stack of up to eight catalog samples matched by key, tempo, and compatibility from a chosen style; the designer swaps layers, adjusts levels, and exports stems or an Ableton Live set.",proprietary matching AI (Splice),"Launched June 7, 2023, on the Splice website; Stack creation earlier in the CoSo app",https://splice.com/blog/introducing-create/,verified,Band held provisionally: direction is sparse while the result stays layer-addressable and drawn from existing samples.
survey 260812,Stable Audio Audio-to-Audio,Stable Audio,,Audio & music,hosted service,Conditioned,neural,4.5,3,iterative,Input audio; a selected region for inpainting; text direction,"Audio-to-audio and inpainting resolve new material from supplied audio: the designer places input audio, selects where generation starts, and the model continues or fills the region from its context.",Stable Audio 2.5,"Inpainting introduced with 2.5, September 2025; audio-to-audio carried over from 2.0",https://stability.ai/news-updates/stability-ai-introduces-stable-audio-25-the-first-audio-model-built-for-enterprise-sound-production-at-scale,verified,Placement parallels the masked-inpainting seed anchor.
survey 260812,Suno Covers and Voices,Suno,,Audio & music,hosted service,Conditioned,neural,3.5,2.5,iterative,"Uploaded or recorded audio; a target style; for Voices, the user's own verified singing voice",Covers keeps a song's melody and resolves it into a different style from uploaded audio. Voices matches singing in uploaded audio to the user's verified voice; the voice stays private to its creator.,Suno v5.5,"Covers September 12, 2024; Voices with v5.5 March 2026, on iOS and Android August 7, 2026",https://suno.com/release-notes,verified,
survey 260812,Ableton Live MCP Agent,Ableton Live,,Audio & music,agent,Inferential,neural,1.5,6,persistent,Natural-language prompts; the open Live Set as readable state,"An LLM client resolves session edits — track and clip creation, MIDI note insertion, device loading, tempo, transport — from prompts, via an MCP server bridged to a Remote Script socket inside Live. Runs as a multi-step loop that can read session state between actions.","MCP client LLM (Claude Desktop, Cursor); community MCP servers",Community projects with directory coverage and setup guides through 2026; start dates to be confirmed,https://github.com/ahujasid/ableton-mcp,verified,"Third-party, unofficial. Several parallel implementations (ahujasid; jpoindexter with 200+ tools, REST API, Max for Live). Placement parallels the LLM Spatial Agent seed."
survey 260812,FL Studio Gopher,FL Studio,,Audio & music,agent,Inferential,neural,1.5,6,persistent,Natural-language requests inside the DAW; the open project as context,An in-DAW chatbot resolves actions in the open project from natural-language requests and can execute tasks agentically. Image-Line states user data is excluded from training.,,FL Studio 2026 (July 2026) per coverage,https://www.musicradar.com/music-tech/you-can-now-control-fl-studio-with-an-ai-chatbot-from-inside-the-daw,verified,"Built into the DAW, distinct from the third-party MCP route in Ableton. LLM backend undocumented in sources consulted."
survey 260812,MusicGen Text-to-Music,Meta AudioCraft,,Audio & music,addon,Inferential,neural,1.5,2,single-pass,Text description; model variant choice,A controllable text-to-music model resolves audio from text descriptions. Runs locally from open weights through the AudioCraft library; AudioGen and MAGNeT cover text-to-sound and non-autoregressive generation in the same library.,MusicGen (AudioCraft),Initial releases 2023; repository current as of August 2026 — dates unstated on the fetched page,https://github.com/facebookresearch/audiocraft,verified,Open weights; also embedded in third-party tools. Research library rather than end-user product.
survey 260812,Stable Audio Text-to-Audio,Stable Audio,,Audio & music,hosted service,Inferential,neural,1.5,2.5,iterative,Text prompt; duration and structure direction,"The model resolves music and sound up to about three minutes from text prompts, with multi-part structure (intro, development, outro). A three-minute track can generate in under two seconds per Stability; trained on licensed data per the vendor.",Stable Audio 2.5,"Stable Audio 2.5 released September 2025; available via web, API, fal, Replicate, ComfyUI, on-premises",https://stability.ai/news-updates/stability-ai-introduces-stable-audio-25-the-first-audio-model-built-for-enterprise-sound-production-at-scale,verified,
survey 260812,Suno Prompt-to-Song,Suno,,Audio & music,hosted service,Inferential,neural,1.2,3.5,iterative,"Text prompt; optional custom lyrics, style tags, duration slider","The model resolves full songs — vocals, arrangement, mix — from text prompts and optional lyrics. v5.5 outputs 48kHz audio with stem export; My Taste applies learned user preference to generations via the Magic Wand.",Suno v5.5,"v5.5 released March 26, 2026; licensed industry-partnered models announced for later 2026",https://suno.com/release-notes,verified,Custom Models (train a personal v5.5 on 6+ uploaded tracks) shifts conditioning toward the user's own material; held in this row pending author ruling.
